Zip Code,Performance Category,Actual ACP Enrollment,Predicted ACP enrollment,Claimed ACP subscribers,Total Support (in dollars),Total Households,Eligible Households,Wireline Broadband,Cellular Data Only,No Computer,"Income $15,000 or less",Rent Burdened,Population Age 65+,Share of population foreign born,State Code
54101,LOWEST,37,57,24,705,1116,202,76%,11%,5%,5%,10%,16%,2%,55
54106,LOWEST,104,169,86,2635,2160,510,60%,21%,6%,5%,55%,18%,2%,55
54112,LOWEST,47,85,26,775,1145,430,45%,16%,17%,6%,22%,25%,1%,55
54124,LOWEST,103,171,43,1515,1423,574,53%,20%,9%,8%,52%,19%,1%,55
54126,LOWEST,54,103,41,1210,1541,364,45%,17%,9%,6%,24%,13%,5%,55
54137,LOWEST,13,29,10,300,466,136,61%,11%,20%,5%,29%,19%,1%,55
54138,LOWEST,12,43,4,220,412,195,50%,13%,17%,7%,41%,33%,1%,55
54141,LOWEST,52,78,43,1580,1058,235,76%,13%,6%,3%,0%,18%,1%,55
54149,LOWEST,25,75,11,330,590,320,51%,15%,11%,16%,17%,36%,0%,55
54154,LOWEST,161,267,57,1810,2375,957,55%,16%,12%,10%,52%,20%,2%,55
54159,LOWEST,21,32,8,240,568,221,47%,18%,9%,5%,55%,23%,0%,55
54162,LOWEST,172,289,137,4543,3410,1185,73%,8%,10%,2%,49%,12%,1%,55
54170,LOWEST,90,137,79,2320,1505,418,50%,22%,9%,7%,27%,19%,1%,55
54204,LOWEST,11,29,3,90,773,183,56%,11%,5%,6%,21%,24%,1%,55
54205,LOWEST,12,31,5,150,780,163,55%,19%,8%,4%,35%,16%,1%,55
54213,LOWEST,20,33,10,300,578,177,53%,12%,5%,7%,36%,20%,4%,55
54214,LOWEST,19,27,19,561,286,123,44%,16%,35%,10%,67%,44%,0%,55
54217,LOWEST,49,196,19,770,2824,903,55%,17%,10%,5%,33%,18%,2%,55
54220,LOWEST,1766,3065,628,23227,17278,7445,69%,12%,10%,10%,33%,21%,4%,55
54229,LOWEST,52,153,42,1350,2099,379,77%,10%,4%,3%,17%,12%,1%,55
54247,LOWEST,43,64,21,680,981,273,50%,19%,9%,6%,16%,18%,0%,55
54406,LOWEST,45,112,32,1060,1632,454,74%,12%,7%,7%,38%,22%,1%,55
54407,LOWEST,6,25,5,150,532,111,72%,14%,7%,5%,10%,25%,1%,55
54410,LOWEST,36,93,20,700,826,310,55%,15%,12%,9%,24%,11%,2%,55
54411,LOWEST,115,185,90,2735,1902,846,31%,18%,20%,6%,38%,18%,1%,55
54412,LOWEST,37,56,20,600,817,227,60%,12%,11%,6%,7%,23%,2%,55
54420,LOWEST,9,38,0,0,454,177,47%,18%,16%,6%,24%,10%,3%,55
54422,LOWEST,27,75,21,630,441,306,32%,18%,34%,8%,18%,9%,10%,55
54433,LOWEST,25,58,11,330,656,337,41%,21%,19%,12%,37%,20%,1%,55
54436,LOWEST,46,101,26,875,775,485,38%,15%,31%,7%,38%,15%,1%,55
54437,LOWEST,58,111,23,890,1145,462,47%,22%,19%,7%,19%,14%,1%,55
54447,LOWEST,6,27,1,0,201,115,39%,19%,23%,19%,53%,23%,1%,55
54454,LOWEST,27,64,11,380,525,219,59%,14%,14%,11%,51%,18%,2%,55
54463,LOWEST,11,16,4,120,373,99,49%,14%,25%,5%,43%,41%,2%,55
54470,LOWEST,45,64,24,1020,814,294,43%,18%,15%,8%,34%,22%,1%,55
54473,LOWEST,22,78,14,620,1012,309,59%,12%,14%,7%,36%,22%,2%,55
54490,LOWEST,22,33,9,270,374,177,23%,29%,14%,7%,43%,17%,2%,55
54491,LOWEST,47,67,16,530,724,352,35%,18%,20%,9%,30%,33%,0%,55
54498,LOWEST,70,98,53,1645,831,300,30%,24%,22%,11%,27%,16%,1%,55
54512,LOWEST,9,27,2,60,583,308,58%,15%,8%,4%,24%,28%,1%,55
54515,LOWEST,5,25,2,160,264,139,52%,17%,14%,12%,30%,26%,0%,55
54526,LOWEST,24,35,6,380,310,147,41%,11%,20%,15%,37%,22%,2%,55
54530,LOWEST,25,39,5,250,344,172,50%,11%,23%,10%,24%,34%,1%,55
54537,LOWEST,7,21,1,30,229,121,57%,14%,11%,11%,6%,28%,0%,55
54541,LOWEST,35,59,12,510,502,286,57%,12%,10%,8%,32%,21%,1%,55
54563,LOWEST,15,22,7,200,316,154,55%,9%,9%,6%,25%,23%,2%,55
54566,LOWEST,27,80,8,240,640,294,55%,14%,13%,12%,35%,26%,0%,55
54611,LOWEST,26,50,10,400,461,211,56%,20%,8%,5%,10%,13%,6%,55
54612,LOWEST,39,210,14,620,2105,1112,56%,20%,11%,9%,40%,14%,14%,55
54616,LOWEST,35,71,13,640,971,364,47%,24%,13%,5%,22%,15%,1%,55
54618,LOWEST,51,76,27,910,828,253,72%,7%,9%,6%,32%,14%,2%,55
54619,LOWEST,33,130,17,695,1288,465,50%,15%,22%,9%,31%,15%,3%,55
54621,LOWEST,3,30,2,60,471,196,75%,8%,11%,6%,21%,13%,1%,55
54623,LOWEST,13,48,9,270,831,289,77%,7%,10%,8%,50%,21%,1%,55
54624,LOWEST,22,32,11,530,691,163,74%,7%,10%,9%,26%,27%,1%,55
54625,LOWEST,4,17,3,90,220,67,19%,6%,54%,4%,32%,57%,1%,55
54626,LOWEST,14,43,6,180,601,301,42%,21%,8%,8%,13%,22%,1%,55
54631,LOWEST,25,56,9,470,683,256,50%,10%,26%,10%,47%,24%,10%,55
54634,LOWEST,32,219,13,490,1515,906,54%,13%,25%,11%,46%,19%,2%,55
54635,LOWEST,44,63,17,610,650,262,56%,14%,15%,7%,56%,20%,1%,55
54638,LOWEST,17,60,9,370,593,321,49%,11%,17%,9%,16%,24%,1%,55
54639,LOWEST,45,160,28,940,1023,626,56%,7%,25%,16%,34%,21%,0%,55
54642,LOWEST,49,69,33,980,789,406,43%,17%,12%,8%,34%,14%,1%,55
54648,LOWEST,27,66,20,1100,528,316,34%,18%,17%,9%,26%,12%,13%,55
54651,LOWEST,31,68,20,700,450,269,41%,12%,28%,12%,13%,18%,2%,55
54652,LOWEST,24,60,14,420,378,257,64%,10%,23%,13%,37%,19%,1%,55
54655,LOWEST,39,71,21,830,641,374,62%,8%,20%,11%,38%,24%,1%,55
54658,LOWEST,29,65,21,730,1040,434,74%,9%,7%,10%,50%,16%,0%,55
54659,LOWEST,22,54,10,400,498,222,52%,15%,17%,10%,27%,13%,2%,55
54661,LOWEST,31,90,19,570,1531,426,73%,13%,7%,8%,22%,19%,2%,55
54664,LOWEST,29,80,21,830,606,295,60%,7%,22%,13%,43%,18%,2%,55
54665,LOWEST,152,370,86,2980,3488,1503,69%,9%,13%,14%,44%,21%,2%,55
54667,LOWEST,76,145,49,1570,1845,641,63%,11%,15%,9%,51%,18%,1%,55
54670,LOWEST,27,75,16,480,502,251,52%,11%,23%,9%,41%,10%,2%,55
54721,LOWEST,20,47,12,346,520,275,73%,7%,11%,6%,25%,18%,0%,55
54722,LOWEST,89,218,29,1215,1489,724,43%,23%,19%,12%,43%,16%,0%,55
54723,LOWEST,11,31,7,210,438,134,52%,22%,14%,7%,39%,17%,2%,55
54725,LOWEST,70,123,38,1440,1328,443,53%,21%,7%,10%,36%,17%,0%,55
54731,LOWEST,13,19,5,250,313,117,63%,10%,14%,5%,19%,19%,0%,55
54737,LOWEST,6,16,4,120,216,69,84%,9%,3%,18%,88%,14%,0%,55
54740,LOWEST,19,43,13,390,800,278,56%,17%,11%,5%,38%,20%,1%,55
54741,LOWEST,46,101,15,650,650,407,42%,18%,19%,10%,39%,12%,0%,55
54745,LOWEST,28,49,12,358,907,366,57%,14%,12%,7%,19%,34%,0%,55
54746,LOWEST,21,31,8,340,291,150,57%,21%,8%,9%,49%,10%,1%,55
54747,LOWEST,45,104,26,980,1036,533,61%,14%,16%,10%,37%,19%,7%,55
54749,LOWEST,24,74,9,370,577,289,44%,24%,12%,10%,56%,12%,0%,55
54750,LOWEST,11,19,3,90,409,131,50%,14%,5%,4%,43%,23%,1%,55
54754,LOWEST,45,67,26,1030,656,365,56%,19%,11%,7%,40%,25%,8%,55
54755,LOWEST,115,306,63,2176,2912,1093,57%,15%,14%,11%,39%,18%,1%,55
54757,LOWEST,106,152,74,2245,1430,557,69%,11%,11%,8%,45%,19%,1%,55
54759,LOWEST,10,29,3,140,605,210,60%,12%,10%,7%,43%,31%,1%,55
54761,LOWEST,14,35,3,90,463,161,47%,21%,10%,7%,13%,16%,3%,55
54766,LOWEST,32,67,9,270,725,433,47%,11%,15%,7%,19%,24%,1%,55
54767,LOWEST,35,122,26,880,1387,386,65%,13%,10%,5%,39%,16%,1%,55
54770,LOWEST,25,43,14,420,790,275,65%,16%,8%,6%,31%,18%,2%,55
54771,LOWEST,144,202,114,3340,1514,673,47%,14%,18%,9%,30%,16%,1%,55
54773,LOWEST,63,97,31,1030,1329,425,67%,7%,18%,8%,45%,20%,2%,55
54805,LOWEST,49,72,36,1180,656,319,60%,11%,12%,8%,34%,18%,3%,55
54810,LOWEST,46,92,22,960,1054,337,61%,21%,7%,8%,52%,22%,0%,55
54824,LOWEST,33,63,18,740,999,403,49%,18%,10%,8%,44%,21%,2%,55
54837,LOWEST,81,151,29,1070,1550,603,51%,20%,12%,11%,51%,23%,1%,55
54840,LOWEST,110,204,64,2170,1815,782,58%,18%,8%,10%,40%,19%,2%,55
54855,LOWEST,12,32,8,240,291,170,76%,13%,4%,7%,48%,11%,0%,55
54858,LOWEST,40,93,24,770,723,412,52%,19%,17%,16%,48%,23%,1%,55
54864,LOWEST,17,41,8,290,554,139,65%,18%,5%,6%,26%,12%,1%,55
54872,LOWEST,61,124,27,1060,1201,618,52%,20%,14%,11%,43%,27%,1%,55
54873,LOWEST,72,102,32,1001,1417,492,62%,17%,7%,10%,39%,28%,1%,55
54874,LOWEST,56,98,35,1135,1547,473,62%,14%,9%,5%,37%,20%,3%,55
54875,LOWEST,30,46,11,730,548,289,40%,29%,11%,18%,27%,27%,1%,55
54889,LOWEST,60,88,29,970,1234,497,57%,12%,7%,7%,52%,26%,1%,55
54893,LOWEST,111,192,41,2115,1736,869,48%,23%,11%,14%,52%,30%,1%,55
54909,LOWEST,24,57,14,420,804,291,68%,14%,6%,5%,17%,18%,2%,55
54921,LOWEST,26,60,16,480,552,223,54%,24%,8%,11%,23%,20%,3%,55
54930,LOWEST,54,90,40,1285,685,333,54%,16%,15%,11%,14%,16%,2%,55
54940,LOWEST,29,131,15,550,1860,388,61%,15%,7%,5%,35%,17%,1%,55
54949,LOWEST,52,141,36,1280,1530,489,57%,13%,10%,7%,19%,20%,1%,55
54962,LOWEST,19,50,13,490,426,178,51%,8%,19%,8%,32%,20%,0%,55
54964,LOWEST,8,15,4,115,354,128,40%,20%,6%,3%,47%,21%,0%,55
54977,LOWEST,12,47,3,90,614,213,67%,10%,9%,5%,44%,22%,1%,55
55003,LOWEST,27,83,8,240,1014,230,79%,5%,7%,4%,61%,14%,9%,27
55006,LOWEST,124,203,70,2274,1376,748,50%,22%,13%,11%,57%,17%,2%,27
55008,LOWEST,420,658,289,9224,6147,2042,64%,14%,10%,9%,56%,18%,3%,27
55009,LOWEST,105,183,68,2334,3277,693,68%,14%,6%,7%,41%,19%,2%,27
55011,LOWEST,111,176,66,2246,3817,461,77%,12%,3%,3%,0%,13%,3%,27
55014,LOWEST,454,725,157,5280,10394,2511,78%,13%,5%,2%,50%,14%,5%,27
55016,LOWEST,615,900,200,7275,12719,2113,88%,5%,3%,3%,41%,12%,7%,27
55017,LOWEST,11,17,5,150,300,113,41%,23%,6%,2%,38%,10%,0%,27
55025,LOWEST,418,586,272,8851,9845,2230,76%,12%,5%,4%,51%,15%,4%,27
55027,LOWEST,9,52,8,240,981,415,70%,14%,6%,5%,38%,11%,4%,27
55040,LOWEST,238,519,156,5300,5107,1928,74%,12%,5%,7%,31%,15%,3%,27
55046,LOWEST,45,64,36,1050,2042,432,81%,8%,8%,4%,58%,9%,1%,27
55049,LOWEST,48,71,30,891,918,319,57%,22%,8%,6%,23%,10%,10%,27
55056,LOWEST,267,489,180,6191,5229,1421,71%,13%,8%,5%,60%,15%,1%,27
55069,LOWEST,116,207,69,2160,1918,782,51%,21%,6%,11%,54%,14%,4%,27
55071,LOWEST,172,244,58,1825,2298,694,81%,6%,5%,6%,26%,12%,8%,27
55072,LOWEST,141,237,72,2660,1341,830,46%,19%,15%,15%,45%,18%,5%,27
55075,LOWEST,777,1135,264,9690,8326,3143,81%,7%,7%,10%,52%,14%,7%,27
55076,LOWEST,538,772,173,6775,9258,2656,81%,5%,4%,6%,58%,19%,8%,27
55079,LOWEST,128,187,77,3151,3239,783,75%,13%,5%,4%,45%,15%,2%,27
55082,LOWEST,538,786,153,5346,13914,2521,81%,8%,3%,4%,49%,20%,3%,27
55084,LOWEST,29,47,17,533,686,249,66%,19%,6%,5%,62%,18%,1%,27
55089,LOWEST,15,26,8,240,611,185,52%,20%,8%,7%,20%,19%,2%,27
55092,LOWEST,137,242,100,3217,4178,1072,76%,14%,4%,3%,43%,15%,2%,27
55122,LOWEST,642,1000,187,6630,13628,3910,84%,7%,3%,5%,43%,16%,16%,27
55125,LOWEST,554,1036,177,6145,17239,3124,88%,5%,3%,4%,45%,14%,9%,27
55302,LOWEST,131,216,113,3632,2854,948,75%,9%,8%,5%,48%,23%,1%,27
55303,LOWEST,1248,1751,514,16880,19090,4612,73%,14%,5%,5%,45%,14%,6%,27
55305,LOWEST,360,583,108,3610,9979,1507,86%,6%,5%,6%,38%,21%,14%,27
55306,LOWEST,410,594,138,4580,6166,1955,82%,6%,3%,4%,48%,17%,14%,27
55307,LOWEST,53,111,32,1060,1262,476,53%,10%,12%,13%,46%,17%,6%,27
55311,LOWEST,394,561,131,4200,13888,1678,90%,5%,1%,4%,39%,12%,11%,27
55312,LOWEST,17,29,14,405,530,184,55%,14%,6%,7%,47%,17%,2%,27
55316,LOWEST,386,612,148,4910,8725,1581,86%,6%,3%,6%,55%,14%,9%,27
55319,LOWEST,29,46,16,445,1903,345,72%,14%,4%,2%,34%,14%,1%,27
55320,LOWEST,62,87,36,1250,1927,466,65%,13%,6%,7%,31%,15%,2%,27
55322,LOWEST,24,40,14,405,1403,275,70%,11%,5%,4%,39%,13%,3%,27
55332,LOWEST,31,50,25,750,765,381,45%,14%,15%,10%,53%,24%,8%,27
55335,LOWEST,32,51,23,660,666,352,54%,12%,12%,10%,23%,22%,2%,27
55336,LOWEST,113,210,73,2675,3088,1399,58%,14%,12%,4%,37%,20%,6%,27
55337,LOWEST,1260,2057,457,15615,18906,6566,83%,8%,3%,5%,50%,16%,15%,27
55338,LOWEST,9,18,5,250,428,155,54%,15%,12%,5%,25%,14%,4%,27
55343,LOWEST,893,1550,291,10535,12711,4798,77%,10%,8%,7%,45%,16%,14%,27
55344,LOWEST,376,693,130,4420,6850,2482,80%,9%,5%,6%,40%,14%,27%,27
55352,LOWEST,162,317,58,1875,3435,986,82%,5%,6%,6%,68%,10%,4%,27
55356,LOWEST,35,66,23,688,2171,328,87%,4%,4%,10%,72%,15%,3%,27
55359,LOWEST,64,117,49,1455,2400,689,83%,8%,3%,7%,48%,14%,2%,27
55363,LOWEST,118,175,49,1705,1876,708,71%,14%,6%,6%,40%,10%,4%,27
55364,LOWEST,164,305,111,3620,6242,1320,78%,10%,7%,7%,32%,17%,6%,27
55369,LOWEST,617,964,215,7225,15340,2780,89%,4%,2%,3%,41%,15%,8%,27
55371,LOWEST,316,451,218,6561,6376,1829,56%,20%,6%,7%,39%,15%,1%,27
55379,LOWEST,850,1662,285,9925,16637,4522,81%,8%,3%,4%,42%,10%,18%,27
55382,LOWEST,46,72,41,1225,1395,442,53%,17%,6%,5%,22%,18%,1%,27
55384,LOWEST,27,69,27,780,1232,465,69%,10%,11%,12%,55%,35%,9%,27
55385,LOWEST,13,21,10,285,470,142,53%,12%,7%,5%,32%,16%,2%,27
55395,LOWEST,52,119,27,810,1125,442,60%,9%,13%,20%,61%,18%,2%,27
55397,LOWEST,22,65,18,725,1102,233,73%,5%,6%,6%,11%,12%,6%,27
55398,LOWEST,253,357,210,6396,5868,1329,83%,7%,3%,4%,30%,10%,2%,27
55402,LOWEST,39,59,19,655,415,269,76%,15%,2%,17%,47%,5%,25%,27
55407,LOWEST,1705,2503,804,28240,14981,7239,75%,12%,4%,10%,51%,9%,18%,27
55414,LOWEST,940,2198,321,10730,12403,11424,64%,8%,2%,18%,60%,5%,18%,27
55416,LOWEST,498,727,151,4985,17390,3414,87%,5%,4%,5%,35%,16%,9%,27
55419,LOWEST,468,752,181,6225,11270,2212,89%,6%,2%,5%,34%,13%,7%,27
55420,LOWEST,787,1127,292,10155,8917,3635,74%,11%,6%,9%,51%,17%,18%,27
55422,LOWEST,945,1529,427,14900,12332,3910,77%,8%,8%,9%,53%,18%,9%,27
55423,LOWEST,952,1696,363,15125,15679,5209,77%,10%,6%,6%,42%,16%,17%,27
55425,LOWEST,441,719,153,5035,4191,2342,78%,9%,5%,7%,47%,12%,24%,27
55427,LOWEST,672,1043,268,9810,10686,2420,86%,4%,5%,7%,46%,16%,12%,27
55434,LOWEST,833,1439,333,11500,11832,3752,77%,12%,6%,7%,50%,14%,15%,27
55448,LOWEST,671,938,298,10575,10750,2760,81%,9%,4%,3%,51%,15%,10%,27
55454,LOWEST,1012,1431,614,18480,3520,3488,43%,26%,12%,40%,61%,9%,48%,27
55603,LOWEST,8,27,5,135,193,117,41%,16%,22%,18%,5%,20%,0%,27
55616,LOWEST,149,308,100,3146,3310,1250,67%,13%,11%,8%,39%,21%,1%,27
55703,LOWEST,8,24,3,190,348,226,34%,32%,10%,6%,20%,18%,1%,27
55704,LOWEST,38,62,25,750,445,249,55%,14%,9%,17%,48%,20%,1%,27
55705,LOWEST,123,220,92,3210,1541,814,54%,14%,20%,14%,29%,26%,1%,27
55709,LOWEST,96,150,67,2210,1641,719,61%,15%,10%,7%,25%,20%,1%,27
55712,LOWEST,7,25,3,90,271,180,44%,15%,24%,9%,100%,30%,1%,27
55713,LOWEST,37,61,25,850,474,293,69%,12%,11%,7%,35%,19%,1%,27
55721,LOWEST,58,152,35,1350,1358,615,73%,6%,10%,8%,59%,22%,0%,27
55723,LOWEST,18,72,10,300,943,427,45%,12%,18%,7%,53%,35%,1%,27
55726,LOWEST,5,22,4,120,363,93,45%,22%,15%,11%,61%,21%,0%,27
55731,LOWEST,120,218,98,2959,2703,980,64%,11%,8%,18%,51%,33%,1%,27
55732,LOWEST,24,35,13,678,668,272,41%,25%,13%,8%,100%,25%,0%,27
55735,LOWEST,24,75,11,380,694,325,43%,13%,15%,9%,36%,26%,2%,27
55736,LOWEST,38,81,20,685,651,383,44%,19%,13%,10%,39%,26%,1%,27
55741,LOWEST,55,86,32,1060,1430,561,47%,23%,13%,8%,43%,28%,1%,27
55749,LOWEST,7,32,3,175,240,127,41%,13%,3%,10%,68%,13%,3%,27
55753,LOWEST,53,75,47,1795,504,365,63%,17%,7%,9%,71%,20%,1%,27
55760,LOWEST,88,144,46,1650,1234,671,57%,17%,12%,12%,43%,34%,0%,27
55765,LOWEST,13,34,5,150,368,178,41%,23%,11%,13%,29%,22%,1%,27
55767,LOWEST,88,175,63,2140,1158,699,57%,13%,12%,8%,34%,18%,11%,27
55768,LOWEST,71,118,54,1860,1219,534,52%,16%,13%,11%,51%,24%,1%,27
55769,LOWEST,78,118,50,1555,1085,426,57%,12%,12%,10%,41%,21%,3%,27
55771,LOWEST,42,91,20,955,673,386,45%,17%,9%,14%,37%,24%,1%,27
55775,LOWEST,22,36,16,480,594,188,65%,8%,12%,6%,0%,26%,1%,27
55779,LOWEST,48,96,26,750,1460,397,52%,22%,6%,7%,28%,14%,1%,27
55783,LOWEST,44,71,22,660,946,300,60%,12%,11%,9%,23%,27%,2%,27
55787,LOWEST,10,15,2,60,252,126,48%,15%,6%,4%,4%,21%,0%,27
55792,LOWEST,571,856,378,13639,4791,2532,59%,13%,15%,22%,58%,23%,2%,27
55793,LOWEST,6,14,4,220,271,127,42%,29%,8%,6%,24%,24%,1%,27
55795,LOWEST,30,47,15,450,656,228,54%,16%,8%,6%,30%,18%,1%,27
55917,LOWEST,57,100,38,1575,1376,582,57%,12%,14%,8%,59%,20%,2%,27
55922,LOWEST,12,38,8,240,329,204,62%,12%,22%,9%,32%,11%,0%,27
55926,LOWEST,5,10,4,120,282,72,59%,19%,11%,5%,27%,19%,1%,27
55939,LOWEST,20,28,13,490,774,327,50%,10%,17%,6%,48%,25%,0%,27
55941,LOWEST,21,52,13,590,485,227,64%,5%,8%,12%,18%,14%,0%,27
55943,LOWEST,43,87,24,870,1194,541,75%,7%,12%,8%,56%,19%,1%,27
55953,LOWEST,25,35,16,580,343,155,51%,17%,13%,15%,22%,21%,0%,27
55954,LOWEST,13,26,10,300,524,214,68%,7%,12%,7%,45%,24%,0%,27
55956,LOWEST,16,24,9,270,866,222,62%,11%,8%,6%,54%,17%,2%,27
55962,LOWEST,11,18,6,180,324,171,72%,8%,10%,11%,34%,27%,1%,27
55964,LOWEST,50,105,34,1283,1743,605,62%,7%,10%,7%,58%,16%,3%,27
55975,LOWEST,95,145,68,2290,1779,698,64%,11%,10%,7%,44%,20%,1%,27
55979,LOWEST,8,40,6,280,368,211,40%,12%,16%,14%,72%,14%,1%,27
55983,LOWEST,23,47,11,430,699,253,55%,18%,10%,9%,44%,20%,2%,27
55985,LOWEST,24,44,11,330,657,278,47%,16%,9%,6%,35%,16%,3%,27
56010,LOWEST,13,36,8,325,513,194,53%,22%,13%,15%,23%,22%,2%,27
56013,LOWEST,118,186,87,2895,2002,967,73%,11%,9%,12%,42%,22%,3%,27
56057,LOWEST,44,113,30,887,1510,684,61%,16%,8%,5%,33%,14%,9%,27
56060,LOWEST,9,23,7,210,168,99,46%,20%,13%,10%,50%,16%,5%,27
56074,LOWEST,17,26,9,270,692,230,61%,10%,5%,5%,28%,15%,2%,27
56081,LOWEST,98,267,70,2285,2443,1180,54%,15%,9%,11%,32%,20%,15%,27
56088,LOWEST,35,49,14,420,868,406,44%,24%,11%,9%,33%,23%,3%,27
56098,LOWEST,70,100,58,1740,831,389,64%,9%,17%,15%,23%,22%,1%,27
56101,LOWEST,104,220,64,2755,2499,1019,67%,8%,10%,6%,40%,22%,7%,27
56110,LOWEST,16,59,15,437,619,290,65%,10%,14%,14%,26%,17%,1%,27
56115,LOWEST,9,18,6,180,516,203,59%,15%,6%,6%,47%,18%,1%,27
56119,LOWEST,2,16,2,60,330,159,46%,17%,8%,4%,14%,13%,13%,27
56122,LOWEST,4,9,1,0,218,102,45%,6%,13%,7%,24%,22%,12%,27
56127,LOWEST,4,7,1,30,212,67,48%,11%,10%,4%,7%,30%,4%,27
56128,LOWEST,12,29,5,150,771,314,71%,10%,9%,3%,40%,21%,2%,27
56129,LOWEST,7,12,6,180,290,105,71%,4%,10%,5%,19%,17%,3%,27
56136,LOWEST,7,20,4,120,614,232,62%,11%,17%,12%,39%,31%,3%,27
56138,LOWEST,8,16,7,210,405,141,76%,4%,8%,6%,43%,17%,1%,27
56142,LOWEST,19,34,11,330,428,246,59%,14%,15%,12%,29%,27%,2%,27
56143,LOWEST,71,197,35,1950,2054,961,70%,8%,10%,8%,57%,22%,4%,27
56144,LOWEST,32,51,31,930,466,225,61%,16%,14%,17%,69%,19%,3%,27
56145,LOWEST,13,23,5,250,207,119,35%,6%,24%,17%,8%,27%,6%,27
56149,LOWEST,21,36,15,550,516,242,59%,14%,10%,15%,32%,22%,0%,27
56150,LOWEST,27,113,15,500,1146,658,66%,9%,13%,8%,20%,24%,2%,27
56152,LOWEST,20,37,12,560,558,227,45%,11%,10%,7%,15%,22%,2%,27
56155,LOWEST,6,11,4,170,223,108,82%,5%,4%,1%,29%,13%,1%,27
56156,LOWEST,137,197,108,3340,2554,1003,74%,8%,8%,10%,46%,22%,2%,27
56164,LOWEST,141,229,100,3700,2453,1259,58%,12%,10%,9%,33%,21%,6%,27
56168,LOWEST,10,15,7,310,303,137,54%,7%,13%,9%,46%,23%,5%,27
56170,LOWEST,5,19,3,90,250,102,60%,11%,10%,12%,27%,17%,4%,27
56171,LOWEST,29,42,18,712,738,279,59%,13%,12%,12%,25%,30%,0%,27
56183,LOWEST,27,54,19,770,597,252,57%,13%,13%,19%,34%,25%,1%,27
56186,LOWEST,2,10,1,0,158,72,62%,9%,13%,13%,47%,12%,0%,27
56187,LOWEST,465,887,404,12320,5032,3191,63%,13%,9%,12%,40%,16%,28%,27
56208,LOWEST,85,123,59,2170,968,585,52%,15%,23%,17%,44%,27%,6%,27
56222,LOWEST,27,49,22,660,842,483,67%,11%,10%,5%,54%,21%,4%,27
56225,LOWEST,11,35,10,300,299,185,74%,7%,11%,21%,76%,22%,2%,27
56232,LOWEST,26,38,14,470,896,311,68%,9%,11%,8%,40%,23%,2%,27
56237,LOWEST,9,14,6,180,247,119,48%,13%,13%,11%,52%,21%,5%,27
56239,LOWEST,7,17,5,150,244,107,75%,7%,3%,12%,67%,16%,9%,27
56245,LOWEST,5,17,2,60,222,101,58%,15%,14%,6%,39%,8%,11%,27
56253,LOWEST,9,19,5,250,414,156,43%,15%,12%,9%,23%,24%,1%,27
56257,LOWEST,7,19,6,180,216,108,62%,13%,19%,19%,75%,28%,0%,27
56266,LOWEST,24,37,19,605,573,216,42%,14%,16%,10%,58%,20%,1%,27
56267,LOWEST,129,215,94,3120,2679,1052,70%,15%,7%,14%,39%,15%,7%,27
56270,LOWEST,25,40,13,435,434,223,45%,15%,13%,9%,40%,18%,1%,27
56280,LOWEST,3,4,2,60,218,72,54%,8%,11%,9%,41%,20%,2%,27
56282,LOWEST,15,37,7,210,585,274,50%,10%,11%,5%,29%,18%,3%,27
56284,LOWEST,23,42,18,640,751,408,36%,22%,6%,6%,37%,18%,2%,27
56289,LOWEST,3,5,1,30,305,106,42%,15%,17%,8%,64%,29%,1%,27
56292,LOWEST,7,13,6,180,216,88,50%,13%,14%,6%,8%,12%,1%,27
56309,LOWEST,15,26,8,240,563,272,64%,13%,8%,10%,40%,23%,1%,27
56310,LOWEST,44,89,27,888,1991,361,70%,10%,7%,3%,15%,15%,0%,27
56320,LOWEST,78,144,55,1655,3102,890,64%,15%,6%,4%,51%,19%,1%,27
56324,LOWEST,10,20,8,325,468,148,69%,7%,8%,6%,29%,17%,0%,27
56326,LOWEST,22,39,14,514,728,264,70%,9%,10%,10%,46%,20%,0%,27
56329,LOWEST,140,213,95,3065,2703,816,61%,15%,11%,7%,49%,14%,1%,27
56331,LOWEST,11,33,6,265,771,210,72%,6%,8%,5%,14%,15%,2%,27
56338,LOWEST,26,69,17,560,676,306,56%,18%,12%,7%,15%,21%,0%,27
56342,LOWEST,75,134,44,1798,1218,625,54%,15%,12%,8%,48%,30%,1%,27
56343,LOWEST,6,11,3,90,414,138,75%,6%,9%,8%,53%,28%,0%,27
56350,LOWEST,11,20,6,280,200,127,20%,27%,31%,19%,86%,36%,4%,27
56352,LOWEST,136,218,116,3525,2458,928,67%,8%,13%,10%,50%,19%,5%,27
56353,LOWEST,234,368,146,5121,3619,1475,63%,14%,10%,10%,49%,15%,1%,27
56364,LOWEST,71,185,48,1424,2099,919,51%,16%,12%,8%,30%,17%,1%,27
56368,LOWEST,30,56,24,720,1646,348,65%,13%,7%,5%,29%,21%,1%,27
56369,LOWEST,12,25,8,212,226,123,46%,24%,13%,12%,32%,10%,12%,27
56373,LOWEST,42,67,32,1040,1179,409,44%,25%,8%,8%,14%,13%,1%,27
56375,LOWEST,10,15,7,168,337,92,80%,8%,7%,1%,0%,13%,2%,27
56385,LOWEST,8,14,2,60,445,202,32%,21%,16%,4%,12%,22%,3%,27
56386,LOWEST,19,35,11,513,308,177,56%,6%,19%,8%,48%,28%,1%,27
